Species,Order,Family,Year,Longitude,Latitude,Site,Country,Density (Ind/km2),Method,Mass (g),Diet,Continent,Accessibility_1deg,Human Footprint_1deg,Night Lights_1deg,Cropland_1deg,Pasture_1deg,Human Population Density_1deg,NDVI_1deg,Species Richness_1deg,Accessibility_1km,Human Footprint_1km,Night Lights_1km,Cropland_1km,Pasture_1km,Human Population Density_1km,NDVI_1km,Night Lights_50km,Cropland_50km,Pasture_50km,Human Population Density_50km,NDVI_50km,Accessibility_50km,Human Footprint_50km,Species Richness_50km,Accessibility_10km,Human Footprint_10km,Night Lights_10km,Cropland_10km,Pasture_10km,Human Population Density_10km,NDVI_10km,Species Richness_10km,Accessibility_10kmBuff,Human Footprint_10kmBuff,Night Lights_10kmBuff,Cropland_10kmBuff,Pasture_10kmBuff,Human Population Density_10kmBuff,NDVI_10kmBuff,Species Richness_10kmBuff
Hippotragus equinus,Cetartiodactyla,Bovidae,1990,31.54,-2.46,Biharamulo-Burigi GRs & surrounds,Tanzania,0.04,Census,269997.7,Herbivore,Africa,356,8.649,0.037,16.168,21.711,68.272,0.571,122.672,642,6.255,0,0.334,0.447,4.054,0.617,0.009,11.786,19.149,41.703,0.569,488,7.104,132.687,371,6.255,0,5.501,11.049,17.616,0.617,132.687,NA,NA,0,5.501,11.049,17.616,NA,NA
Hippotragus niger ,Cetartiodactyla,Bovidae,1990,31.54,-2.46,Biharamulo-Burigi GRs & surrounds,Tanzania,0.023,Census,227499.3,Herbivore,Africa,356,8.649,0.037,16.168,21.711,68.272,0.571,122.672,642,6.255,0,0.334,0.447,4.054,0.617,0.009,11.786,19.149,41.703,0.569,488,7.104,132.687,371,6.255,0,5.501,11.049,17.616,0.617,132.687,NA,NA,0,5.501,11.049,17.616,NA,NA
Hyaena hyaena,Carnivora,Hyaenidae,1990,76.492,26.007,,India,0.117,,41705.11,Carnivore,Asia,155,15.421,3.068,48.902,2.245,185.385,0.378,58.684,264,7.957,0,2.78,0,114.486,0.421,1.751,46.549,0.534,204.534,0.356,148,15.215,59.596,193,7.957,1.398,27.926,0.166,381.525,0.412,59.596,193,17.053,NA,NA,NA,NA,0.412,59.596
Hylobates hoolock,Primates,Hylobatidae,1990,91.65,24.533,West Bhanugach,Bangladesh,9.34,Home_range,6699,Herbivore,Asia,219,17.331,1.444,53.44,2.121,1188.591,0.648,63.855,221,18.624,0.008,62.828,1.955,738.923,0.519,2.258,58.22,2.035,729.09,0.573,178,18.695,66.576,221,18.624,2.999,60.442,1.581,880.884,0.53,66.576,160.444,22.18,2.506,58.095,1.449,813.922,0.53,66.768
Kobus ellipsiprymnus,Cetartiodactyla,Bovidae,1990,35.574,-3.17,,Tanzania,0.1,,210000.3,Herbivore,Africa,379,7.468,0.104,8.24,18.111,32.644,0.42,148.166,295,9.25,0,0,0,2.056,0.55,0.057,4.618,10.65,18.989,0.487,525,6.745,155.449,254,9.25,0.02,0,0,2.326,0.621,155.449,254,NA,NA,0,0,2.326,0.621,155.449
Kobus ellipsiprymnus,Cetartiodactyla,Bovidae,1990,35.093,-1.512,,Kenya,0.155,,210000.3,Herbivore,Africa,530,6.748,0.05,6.871,25.721,53.387,0.498,157.698,649,4.661,0,0,0,4.399,0.509,0.009,11.82,26.172,101.276,0.498,445,6.429,157.384,534,4.661,0.005,0.006,0,8.251,0.511,157.384,534,5.654,NA,NA,NA,NA,0.511,157.384
Kobus ellipsiprymnus,Cetartiodactyla,Bovidae,1990,10.47,9.83,Yankari GR,Nigeria,0.089,Census,210000.3,Herbivore,Africa,309,7.166,0.126,45.437,26.524,72.401,0.439,93.604,668,4.572,0,19.158,2.354,1.424,0.459,0,38.825,20.498,43.401,0.447,344,6.717,98.639,713,4.572,0,28.898,6.859,11.185,0.464,98.639,NA,NA,NA,28.898,6.859,11.185,NA,NA
Kobus ellipsiprymnus,Cetartiodactyla,Bovidae,1990,35.574,-3.17,,Tanzania,0.1,,210000.3,Herbivore,Africa,379,7.468,0.104,8.24,18.111,32.644,0.42,148.166,295,9.25,0,0,0,2.056,0.55,0.057,4.618,10.65,18.989,0.487,525,6.745,155.449,254,9.25,0.02,0,0,2.326,0.621,155.449,254,NA,NA,0,0,2.326,0.621,155.449
Kobus kob,Cetartiodactyla,Bovidae,1990,-1.4,11.1,Nazinga GR,Burkina Faso,0.043,Census,78500.06,Herbivore,Africa,214,7.293,0.153,17.703,25.177,29.771,0.406,82.036,565,4.705,0,0.438,2.169,7.794,0.456,0.274,9.95,34.042,26.088,0.425,210,7.77,86.97,528,4.705,0,0.545,2.736,8.548,0.461,86.97,NA,NA,NA,NA,NA,NA,NA,NA
Kobus megaceros,Cetartiodactyla,Bovidae,1990,34.12,7.961,Gambella NP,Ethiopia,0.02,Census,87500.39,Herbivore,Africa,898,4.119,0.012,1.004,4.069,14.05,0.603,95.206,1174,0,0,0.01,0,7.51,0.587,0,0.067,0.489,12.651,0.574,783,4.81,94.25,1030,0,0,0.008,0,6.766,0.594,94.25,NA,NA,NA,0.008,0,6.766,NA,NA
Kobus vardoni,Cetartiodactyla,Bovidae,1990,37.44,-8.85,Selous GR (northwest),Tanzania,1.2,Census,71500.65,Herbivore,Africa,781,5.001,0.004,4.246,2.87,2.73,0.613,116.958,575,6.622,0,3.106,5.196,2.621,0.591,0,4.097,2.493,1.705,0.595,754,4.702,115.188,618,6.622,0,3.879,8.312,3.855,0.586,115.188,618,2.538,0,3.879,8.312,3.855,0.586,115.188
Lemur catta,Primates,Lemuridae,1990,44.628,-23.651,Beza-Mahafaly,Madagascar,129.75,Census,2900,Herbivore,Africa,236,8.214,0.021,1.961,42.722,22.84,0.387,19.094,123,9.656,0,4.389,64.833,28.129,0.436,0.002,2.356,48.554,23.63,0.386,192,9.033,25.622,189,9.656,0,3.584,57.576,29.328,0.442,25.622,188.809,8.633,0.001,2.48,39.868,22.216,0.374,21.173
Leontopithecus rosalia,Primates,Callitrichidae,1990,-42.008,-22.6,Centro Hﾡpico de Cabo Frio (RJ),Brazil,8.53,Census,535.501,Omnivore,South America,117,11.431,4.087,18.046,25.6,135.541,0.614,102.52,26,33.716,47.478,15.404,22.161,497.822,0.569,6.434,16.048,22.018,249.651,0.643,107,NA,46.355,NA,33.716,20.18,15.583,22.503,581.47,0.542,46.355,98.5,17.666,10.461,16.756,22.164,369.658,0.54,78.809
Leontopithecus rosalia,Primates,Callitrichidae,1990,-42.525,-22.517,Serra Do Mar (RJ),Brazil,2.17,Census,535.501,Omnivore,South America,91,11.431,14.475,14.62,26.488,340.19,0.691,102.52,255,2.376,0,8.591,4.53,2.883,0.822,7.121,13.603,22.249,118.176,0.747,115,10.322,145.948,268,2.376,0.088,7.884,6.263,2.76,0.809,145.948,257.5,6.398,1.338,7.884,6.263,2.76,0.815,147.374
Leontopithecus rosalia,Primates,Callitrichidae,1990,-42.008,-22.692,Campos Novos (RJ),Brazil,6.79,Census,535.501,Omnivore,South America,117,11.431,4.087,18.046,25.6,135.541,0.614,102.52,18,20.5,15.012,15.667,23.524,404.102,0.567,8.469,16.048,22.018,249.651,0.643,107,NA,81.342,NA,20.5,13.74,19.569,28.83,321.056,0.55,81.342,55.333,19.737,12.203,17,25.636,297.6,0.545,89.273
Leontopithecus rosalia,Primates,Callitrichidae,1990,-42.342,-22.6,Poco das Antas (RJ),Brazil,5.11,Census,535.501,Omnivore,South America,117,11.431,4.087,14.62,26.488,340.19,0.614,102.52,78,6.399,0.418,20.778,31.114,68.339,0.688,6.434,13.603,22.249,118.176,0.643,107,10.322,139.574,78,6.399,0.893,17.563,26.854,39.113,0.687,139.574,69.4,8.566,3.154,20.322,28.174,38.023,0.701,140.793
Lepilemur ruficaudatus,Primates,Lepilemuridae,1990,44.65,-20.05,"Kirindy Forest, CFPF",Madagascar,208,Distance_sampling,700,Herbivore,Africa,401,9.406,0.014,2.592,20.686,11.098,0.524,21.608,541,3.84,0,0.715,3.542,4.566,0.674,0.02,2.43,15.702,14.49,0.531,NA,6.455,37.658,421,3.84,0,1.309,11.613,15.681,0.636,37.658,383.92,6.152,0.014,2.603,21.3,12.876,0.502,19.025
Lepilemur ruficaudatus,Primates,Lepilemuridae,1990,44.65,-20.05,"Kirindy Forest, CFPF",Madagascar,357,Distance_sampling,700,Herbivore,Africa,401,9.406,0.014,2.592,20.686,11.098,0.524,21.608,541,3.84,0,0.715,3.542,4.566,0.674,0.02,2.43,15.702,14.49,0.531,NA,6.455,37.658,421,3.84,0,1.309,11.613,15.681,0.636,37.658,392.474,6.138,0.008,2.491,23.933,11.537,0.479,16.761
Lepus americanus,Lagomorpha,Leporidae,1990,-138.083,60.971,Kluane Lake (Yukon),Canada,378,Mark_recapture,1710.015,Herbivore,North America,1818,0.475,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.735,41.782,1101,6.78,0,0,0,0.024,0.316,41.782,1412.164,0.481,0.027,0,0,0.042,0.226,40.621
Lepus americanus,Lagomorpha,Leporidae,1990,-138.083,60.971,Kluane Lake (Yukon),Canada,160,Mark_recapture,1710.015,Herbivore,North America,1818,0.475,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.735,41.782,1101,6.78,0,0,0,0.024,0.316,41.782,1318.426,0.698,0.055,0,0,0.074,0.248,40.907
Lepus americanus,Lagomorpha,Leporidae,1990,-138.083,60.971,Kluane Lake (Yukon),Canada,135.83,Mark_recapture,1710.015,Herbivore,North America,1818,0.475,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.735,41.782,1101,6.78,0,0,0,0.024,0.316,41.782,1298.537,0.787,0.063,0,0,0.088,0.254,41.028
Lepus americanus,Lagomorpha,Leporidae,1990,-138.083,60.971,Kluane Lake (Yukon),Canada,151,Mark_recapture,1710.015,Herbivore,North America,1818,0.475,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.735,41.782,1101,6.78,0,0,0,0.024,0.316,41.782,1305.569,0.73,0.058,0,0,0.077,0.249,40.859
Lepus europaeus,Lagomorpha,Leporidae,1990,-1.3,51.3,Hackwood,United Kingdom,22.9,Counts,3740,Herbivore,Europe,45,29.645,22.936,20.549,11.322,592.884,0.617,34.475,112,20.536,5.773,30.237,15.484,91.835,0.627,15.687,25.217,13.376,327.836,0.629,52,30.855,37.428,40,20.536,12.02,30.555,15.567,65.49,0.604,37.428,50.739,30.155,16.725,27.825,13.059,239.471,0.624,38.129
Lepus europaeus,Lagomorpha,Leporidae,1990,-1.3,51.3,Hackwood,United Kingdom,25.6,Counts,3740,Herbivore,Europe,45,29.645,22.936,20.549,11.322,592.884,0.617,34.475,112,20.536,5.773,30.237,15.484,91.835,0.627,15.687,25.217,13.376,327.836,0.629,52,30.855,37.428,40,20.536,12.02,30.555,15.567,65.49,0.604,37.428,50.808,29.595,16.14,28.024,13.197,230.481,0.623,38.101
Lepus europaeus,Lagomorpha,Leporidae,1990,-1.46,51.13,Leckford,United Kingdom,45,Counts,3740,Herbivore,Europe,45,29.645,22.936,20.549,11.322,592.884,0.617,34.475,34,25.532,7.942,29.558,15.396,108.204,0.614,15.687,25.217,13.376,327.836,0.629,52,27.637,39,52,25.532,16.185,28.772,13.006,264.976,0.603,39,50.37,28.844,16.782,24.504,13.573,293.252,0.63,38.583
Lepus europaeus,Lagomorpha,Leporidae,1990,-1.46,51.13,Leckford,United Kingdom,38.8,Counts,3740,Herbivore,Europe,45,29.645,22.936,20.549,11.322,592.884,0.617,34.475,34,25.532,7.942,29.558,15.396,108.204,0.614,15.687,25.217,13.376,327.836,0.629,52,27.637,39,52,25.532,16.185,28.772,13.006,264.976,0.603,39,51.73,28.891,17.564,24.807,13.524,306.733,0.631,39.135
Lepus europaeus,Lagomorpha,Leporidae,1990,-1.46,51.13,Leckford,United Kingdom,43.7,Counts,3740,Herbivore,Europe,45,29.645,22.936,20.549,11.322,592.884,0.617,34.475,34,25.532,7.942,29.558,15.396,108.204,0.614,15.687,25.217,13.376,327.836,0.629,52,27.637,39,52,25.532,16.185,28.772,13.006,264.976,0.603,39,50.37,28.839,17.111,24.504,13.573,293.252,0.63,38.583
Lepus europaeus,Lagomorpha,Leporidae,1990,-1.3,51.3,Hackwood,United Kingdom,24.4,Counts,3740,Herbivore,Europe,45,29.645,22.936,20.549,11.322,592.884,0.617,34.475,112,20.536,5.773,30.237,15.484,91.835,0.627,15.687,25.217,13.376,327.836,0.629,52,30.855,37.428,40,20.536,12.02,30.555,15.567,65.49,0.604,37.428,50.16,30.092,16.14,27.92,13.08,236.344,0.623,38.065
Lepus europaeus,Lagomorpha,Leporidae,1990,-2.68,51.1,Kennard Moor,United Kingdom,7.6,Counts,3740,Herbivore,Europe,53,30.386,16.787,20.585,18.276,276.406,0.678,35.215,40,26.177,8.381,24.131,18.683,208.953,0.716,16.386,19.881,20.069,305.743,0.678,42,29.354,40,49,26.177,13.219,25.661,19.345,121.772,0.704,40,42.429,28.16,13.14,23.233,20.962,186.92,0.716,39.867
Lepus europaeus,Lagomorpha,Leporidae,1990,-2.68,51.1,Kennard Moor,United Kingdom,9.5,Counts,3740,Herbivore,Europe,53,30.386,16.787,20.585,18.276,276.406,0.678,35.215,40,26.177,8.381,24.131,18.683,208.953,0.716,16.386,19.881,20.069,305.743,0.678,42,29.354,40,49,26.177,13.219,25.661,19.345,121.772,0.704,40,41.9,28.105,12.256,22.523,22.005,173.717,0.721,39.775
Lepus europaeus,Lagomorpha,Leporidae,1990,-2.1,50.76,Botany Bay,United Kingdom,4.9,Counts,3740,Herbivore,Europe,53,29.645,4.96,20.585,18.276,276.406,0.678,17.987,46,28.681,14.853,21.155,16.698,187.96,0.636,10.08,18.782,14.543,421.316,0.651,72,NA,40.102,54,28.681,28.921,23.335,16.78,210.488,0.619,40.102,64.5,28.226,17.842,20.466,13.877,315.44,0.649,40.37
Lepus europaeus,Lagomorpha,Leporidae,1990,-2.68,51.1,Kennard Moor,United Kingdom,9.2,Counts,3740,Herbivore,Europe,53,30.386,16.787,20.585,18.276,276.406,0.678,35.215,40,26.177,8.381,24.131,18.683,208.953,0.716,16.386,19.881,20.069,305.743,0.678,42,29.354,40,49,26.177,13.219,25.661,19.345,121.772,0.704,40,42.444,28.105,12.256,23.574,20.822,180.741,0.72,39.768
Lepus europaeus,Lagomorpha,Leporidae,1990,-1.46,51.13,Leckford,United Kingdom,33.6,Counts,3740,Herbivore,Europe,45,29.645,22.936,20.549,11.322,592.884,0.617,34.475,34,25.532,7.942,29.558,15.396,108.204,0.614,15.687,25.217,13.376,327.836,0.629,52,27.637,39,52,25.532,16.185,28.772,13.006,264.976,0.603,39,52.774,28.989,17.359,24.616,13.768,297.191,0.63,39.285
Lepus europaeus,Lagomorpha,Leporidae,1990,-2.1,50.76,Botany Bay,United Kingdom,4.8,Counts,3740,Herbivore,Europe,53,29.645,4.96,20.585,18.276,276.406,0.678,17.987,46,28.681,14.853,21.155,16.698,187.96,0.636,10.08,18.782,14.543,421.316,0.651,72,NA,40.102,54,28.681,28.921,23.335,16.78,210.488,0.619,40.102,64.5,28.226,17.842,20.466,13.877,315.44,0.649,40.37
Loxodonta africana,Proboscidea,Elephantidae,1990,35.574,-3.17,,Tanzania,0.121,,3940034,Herbivore,Africa,379,7.468,0.104,8.24,18.111,32.644,0.42,148.166,295,9.25,0,0,0,2.056,0.55,0.057,4.618,10.65,18.989,0.487,525,6.745,155.449,254,9.25,0.02,0,0,2.326,0.621,155.449,254,NA,NA,0,0,2.326,0.621,155.449
Loxodonta africana,Proboscidea,Elephantidae,1990,-8.8,5.5,Krahn Bassa National ,Liberia,0.097,Census,3940034,Herbivore,Africa,741,3.953,0.003,1.65,5.714,12.461,0.691,109.638,811,3.252,0,2.014,8.608,7.47,0.705,0,0.576,2.307,5.78,0.704,965,3.714,119.24,572,3.252,0,0.826,4.758,8.849,0.704,119.24,NA,NA,NA,NA,NA,NA,NA,NA
Loxodonta africana,Proboscidea,Elephantidae,1990,-10.4,7.5,"Gola, Kpelle & Lorma National Forests ",Liberia,0.118,Census,3940034,Herbivore,Africa,355,5.952,0.008,15.453,20.822,72.256,0.714,123.033,187,2.99,0,0.032,0.303,9.287,0.705,0,3.742,5.62,23.381,0.711,422,4.078,125.956,270,2.99,0,0.028,0.213,8.39,0.704,125.956,270,2.714,0,0.028,0.213,8.39,0.704,125.956
Loxodonta africana,Proboscidea,Elephantidae,1990,-8,4.9,Barrobo National Forest,Liberia,0.156,Census,3940034,Herbivore,Africa,485,4.615,0.021,10.596,20.009,36.58,0.679,61.155,568,3.25,0,2.118,5.713,29.514,0.712,0.001,3.954,17.239,25.701,0.674,550,4.705,118.435,503,3.25,0,2.224,7.79,31.37,0.717,118.435,NA,NA,NA,2.224,7.79,31.37,NA,NA
Loxodonta africana,Proboscidea,Elephantidae,1990,-7.6,5.5,Grebo National Forest ,Liberia,0.092,Census,3940034,Herbivore,Africa,704,4.948,0.02,5.394,11.09,15.026,0.716,126.197,699,3.25,0,0.264,0.311,3.428,0.722,0.003,3.814,7.169,11.099,0.725,709,2.497,128.144,618,3.25,0,0.739,0.924,3.623,0.73,128.144,NA,NA,NA,NA,NA,NA,NA,NA
Loxodonta africana,Proboscidea,Elephantidae,1990,-9.5,8.1,Wenegisi National Forest,Liberia,0.254,Census,3940034,Herbivore,Africa,355,5.81,0.007,9.55,11.54,31.653,0.714,120.303,569,3.25,0,2.916,5.067,11.338,0.716,0.002,6.17,10.595,19.871,0.724,353,5.063,153.067,422,3.25,0,1.253,1.894,12.106,0.712,153.067,NA,NA,NA,NA,NA,NA,NA,NA
Loxodonta africana,Proboscidea,Elephantidae,1990,35.574,-3.17,,Tanzania,0.121,,3940034,Herbivore,Africa,379,7.468,0.104,8.24,18.111,32.644,0.42,148.166,295,9.25,0,0,0,2.056,0.55,0.057,4.618,10.65,18.989,0.487,525,6.745,155.449,254,9.25,0.02,0,0,2.326,0.621,155.449,254,NA,NA,0,0,2.326,0.621,155.449
Lynx canadensis,Carnivora,Felidae,1990,-138.083,60.971,Kluane Lake (Yukon),Canada,0.171,Counts,9373.246,Carnivore,North America,1818,0.475,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.735,41.782,1101,6.78,0,0,0,0.024,0.316,41.782,NA,NA,0,NA,NA,NA,NA,NA
Lynx rufus,Carnivora,Felidae,1990,-89.29,32.17,Tallahalla Wildlife Management Area (Mississipi),United States,0.03,Census,8904.099,Carnivore,North America,162,8.17,7.025,6.089,1.777,24.341,0.709,46.347,233,2.273,0,0.949,0,1.014,0.73,5.288,5.242,1.701,14.005,0.719,181,8.952,47,340,2.273,0.436,1.503,0.114,2.876,0.732,47,NA,NA,0.436,1.503,0.114,2.876,NA,NA
Macropus rufus,Diprotodontia,Macropodidae,1990,140.2,-30.8,,Australia,58,Census,46250,Herbivore,Australia,533,2.524,0.005,0.002,0,0.001,0.166,23.227,394,4.91,0,0,0,0,0.156,0,0,0,0.001,0.166,487,2.039,24.044,417,4.91,0,0,0,0,0.151,24.044,480.052,1.607,0,0,0,0,0.141,24.743
Meles meles,Carnivora,Mustelidae,1990,-7.1,53.3,Eastern End of County Offaly,Ireland,33.24,Trapping,13000,Omnivore,Europe,127,11.877,9.786,12.859,22.386,186.144,0.709,21.568,134,8.517,7.083,6.313,19.253,45.043,0.734,8.97,13.928,23.526,112.573,0.733,125,10.361,22,130,8.517,7.623,6.516,20.916,47.191,0.735,22,118.297,12.383,9.679,9.891,25.566,106.097,0.736,21.984
Meles meles,Carnivora,Mustelidae,1990,5.13,52.17,Between Utrecht and Hilversum,Netherlands,2.05,Census,13000,Omnivore,Europe,37,31.262,20.888,14.854,8.898,475.967,0.632,33.411,25,28.025,22.384,15.408,2.702,1735.652,0.624,32.411,20.122,7.599,679.387,0.629,30,32.634,43,10,28.025,39.166,24.755,3.35,1165.416,0.632,43,11,35.256,40.665,23.206,5.473,1005.008,0.641,43
Meles meles,Carnivora,Mustelidae,1990,-2.3,51.7,Woodchester Park,United Kingdom,29.86,Trapping,13000,Omnivore,Europe,56,30.495,16.787,20.499,18.61,320.813,0.673,35.215,63,27.884,10.03,20.949,21.744,280.159,0.687,18.412,24.755,16.53,276.569,0.671,39,31.614,36.628,30,27.884,15.839,21.275,17.749,417.911,0.678,36.628,34.562,31.039,18.741,21.472,16.331,360.331,0.672,38.955
Meles meles,Carnivora,Mustelidae,1990,23.87,52.75,Bialowieza Primeval Forest,Belarus/Poland,0.082,Counts,13000,Omnivore,Europe,88,10.741,4.227,17.783,5.988,67.418,0.552,58.908,141,11.879,0,0,0,19.001,0.656,2.058,12.38,3.778,22.348,0.576,106,10.874,62.725,104,11.879,1.315,2.761,1.368,18.863,0.662,62.725,104,NA,1.315,NA,NA,NA,0.662,62.725
Meles meles,Carnivora,Mustelidae,1990,-1.32,51.77,Wytham Woods (Oxfordshire),United Kingdom,22.33,Census,13000,Omnivore,Europe,40,30.495,22.936,25.574,12.242,422.353,0.635,34.475,5,33.19,36.254,25.09,8.2,750.2,0.635,16.11,28.547,13.113,232.98,0.629,46,31.547,37,9,33.19,39.317,24.679,7.353,711.255,0.627,37,40.364,29.979,17.346,28.726,12.717,248.704,0.629,37.503
Melursus ursinus,Carnivora,Ursidae,1990,78.273,22.508,,India,0.106,,93130,Omnivore,Asia,163,14.038,1.658,46.448,3.086,170.48,0.476,64.158,383,5.345,0,0.21,0,9.736,0.585,1.207,30.092,3.544,127.654,0.517,168,10.987,69.972,231,5.345,0.002,3.644,1.27,31.326,0.57,69.972,NA,NA,NA,3.644,1.27,31.326,NA,NA
Melursus ursinus,Carnivora,Ursidae,1990,76.492,26.007,,India,0.176,,93130,Omnivore,Asia,155,15.421,3.068,48.902,2.245,185.385,0.378,58.684,264,7.957,0,2.78,0,114.486,0.421,1.751,46.549,0.534,204.534,0.356,148,15.215,59.596,193,7.957,1.398,27.926,0.166,381.525,0.412,59.596,193,17.053,NA,NA,NA,NA,0.412,59.596
Metachirus nudicaudatus,Didelphimorphia,Didelphidae,1990,-47.25,-24.533,Juréia-Itatins Ecological Station,Brazil,588.18,Mark_recapture,375,Carnivore,South America,NA,8.27,2.463,NA,NA,NA,0.767,83.292,228,6.898,0,0,0,0.301,0.776,0.962,NA,NA,NA,0.739,NA,7.994,116.498,285,6.898,0,0,0,0.388,0.774,116.498,216.5,11.118,5.043,5.758,10.045,616.336,0.734,73.945
Metachirus nudicaudatus,Didelphimorphia,Didelphidae,1990,-47.25,-24.533,Juréia-Itatins Ecological Station,Brazil,184.31,Mark_recapture,375,Carnivore,South America,NA,8.27,2.463,NA,NA,NA,0.767,83.292,228,6.898,0,0,0,0.301,0.776,0.962,NA,NA,NA,0.739,NA,7.994,116.498,285,6.898,0,0,0,0.388,0.774,116.498,250.138,7.839,1.7,4.507,6.468,54.192,0.769,71.183
Microcebus coquereli,Primates,Cheirogaleidae,1990,44.65,-20.05,"Kirindy Forest, CFPF",Madagascar,8,Distance_sampling,308,Omnivore,Africa,401,9.406,0.014,2.592,20.686,11.098,0.524,21.608,541,3.84,0,0.715,3.542,4.566,0.674,0.02,2.43,15.702,14.49,0.531,NA,6.455,37.658,421,3.84,0,1.309,11.613,15.681,0.636,37.658,420.125,5.297,0,1.426,10.852,12.224,0.595,35.207
Microcebus coquereli,Primates,Cheirogaleidae,1990,44.65,-20.05,"Kirindy Forest, CFPF",Madagascar,36,Distance_sampling,308,Omnivore,Africa,401,9.406,0.014,2.592,20.686,11.098,0.524,21.608,541,3.84,0,0.715,3.542,4.566,0.674,0.02,2.43,15.702,14.49,0.531,NA,6.455,37.658,421,3.84,0,1.309,11.613,15.681,0.636,37.658,407.484,5.901,0.001,1.977,16.915,10.805,0.542,27.155
Microcebus murinus,Primates,Cheirogaleidae,1990,44.65,-20.05,"Kirindy Forest, CFPF",Madagascar,3,Distance_sampling,69,Omnivore,Africa,401,9.406,0.014,2.592,20.686,11.098,0.524,21.608,541,3.84,0,0.715,3.542,4.566,0.674,0.02,2.43,15.702,14.49,0.531,NA,6.455,37.658,421,3.84,0,1.309,11.613,15.681,0.636,37.658,421,4.975,0,1.148,13.477,10.683,0.642,37.361
Microcebus murinus,Primates,Cheirogaleidae,1990,44.65,-20.05,"Kirindy Forest, CFPF",Madagascar,300,Distance_sampling,69,Omnivore,Africa,401,9.406,0.014,2.592,20.686,11.098,0.524,21.608,541,3.84,0,0.715,3.542,4.566,0.674,0.02,2.43,15.702,14.49,0.531,NA,6.455,37.658,421,3.84,0,1.309,11.613,15.681,0.636,37.658,389.939,6.19,0.009,2.531,24.006,11.964,0.487,17.407
Muntiacus vaginalis,Cetartiodactyla,Cervidae,1990,80.411,23.619,,India,1.891,,15925.79,Herbivore,Asia,128,14.569,1.814,47.695,3.299,261.637,0.461,53.23,95,11.55,0,26.591,1.814,66.226,0.535,2.001,47.292,2.946,236.528,0.472,114,15.52,52.898,145,11.55,0.516,42.367,3.309,165.477,0.528,52.898,121.5,13.329,0.516,45.974,3.128,189.076,0.516,52.663
Muntiacus vaginalis,Cetartiodactyla,Cervidae,1990,78.273,22.508,,India,0.898,,15925.79,Herbivore,Asia,163,14.038,1.658,46.448,3.086,170.48,0.476,64.158,383,5.345,0,0.21,0,9.736,0.585,1.207,30.092,3.544,127.654,0.517,168,10.987,69.972,231,5.345,0.002,3.644,1.27,31.326,0.57,69.972,265,6.372,0.002,3.644,1.27,31.326,0.578,69.515
Muntiacus vaginalis,Cetartiodactyla,Cervidae,1990,79.471,21.618,,India,0.373,,15925.79,Herbivore,Asia,127,13.683,3.55,41.913,2.999,247.05,0.492,64.251,314,7.508,0,13.83,5.383,31.259,0.546,2.19,29.757,2.432,158.196,0.514,119,12.752,67.479,178,7.508,0.568,16.881,3.892,61.771,0.543,67.479,NA,NA,0.568,NA,NA,NA,NA,NA
Oryzomys nitidus,Rodentia,Cricetidae,1990,-47.25,-24.533,Juréia-Itatins Ecological Station,Brazil,384.42,Mark_recapture,55.2,Omnivore,South America,NA,8.27,2.463,NA,NA,NA,0.767,83.292,228,6.898,0,0,0,0.301,0.776,0.962,NA,NA,NA,0.739,NA,7.994,116.498,285,6.898,0,0,0,0.388,0.774,116.498,247.523,9.76,3.56,4.666,8.133,274.058,0.759,73.737
Oryzomys nitidus,Rodentia,Cricetidae,1990,-47.25,-24.533,Juréia-Itatins Ecological Station,Brazil,482.01,Mark_recapture,55.2,Omnivore,South America,NA,8.27,2.463,NA,NA,NA,0.767,83.292,228,6.898,0,0,0,0.301,0.776,0.962,NA,NA,NA,0.739,NA,7.994,116.498,285,6.898,0,0,0,0.388,0.774,116.498,235.34,10.641,4.359,5.267,9.208,488.557,0.744,74.241
Ourebia ourebi,Cetartiodactyla,Bovidae,1990,31.54,-2.46,Biharamulo-Burigi GRs & surrounds,Tanzania,0.008,Census,17250.04,Herbivore,Africa,356,8.649,0.037,16.168,21.711,68.272,0.571,122.672,642,6.255,0,0.334,0.447,4.054,0.617,0.009,11.786,19.149,41.703,0.569,488,7.104,132.687,371,6.255,0,5.501,11.049,17.616,0.617,132.687,371,8.414,0,5.501,11.049,17.616,0.617,132.687
Pan troglodytes,Primates,Hominidae,1990,28.75,-2.25,Kahuzi-Biega,Democratic Republic of Congo,0.13,Census,42500,Herbivore,Africa,257,9.021,0.144,NA,NA,NA,0.649,138.384,255,8.666,0,7.611,3.817,214.392,0.738,0.389,17.382,6.019,333.688,0.659,249,8.338,159.639,211,8.666,0.072,8.176,5.045,168.084,0.698,159.639,NA,NA,NA,NA,NA,NA,NA,NA
